标题,发布时间,内容,浏览量,来源列表页,链接
中华职教社“社员之家”授牌仪式在我校举行, 发布时间: 2019-10-31,"
10月
31
日上午，中华职教社
“社员之家”在我校成立，并举行授牌仪式。省中华职教社专职秘书长孙大川、秘书处二级主任科员杨晓宁，学校校长吴梦军、副校长李梅松及有关部门负责人及社员出席仪式，仪式由李梅松副校长主持。
首先，吴梦军校长从学校历史沿革、产教融合校企合作、
“对标、优化、整合、提升”试点工作思路等多方面介绍了学校办学情况，并对省职教社长期以来对我校的指导和帮助表示感谢。孙秘书长对学校近年来的跨越式发展给予充分肯定，并介绍了中华职教社“统战性、教育性、民间性”的特色和优势，以及下一步职教社工作思路，即加强职教社基层组织建设、深耕基层，与各职业院校联合行动起来，积极宣传国家有关职业教育、民办教育的方针政策，加强社员小组队伍建设；积极开展职业教育、民办教育的调查研究和黄炎培职业教育思想研究，积极建言献策，不断提高工作水平，推动共同发展。
随后，省中华职教社为我校授牌，孙秘书长和吴校长共同为中华职教社
“社员之家”揭牌。省职教社为“社员之家”捐赠了相关资料，与会人员共同参观了“社员之家”。
中华职教社作为统战工作的重要载体，为职业院校搭建了与政府、企业、行业协会广泛交流与合作的有益平台。我校作为中华职教社会员单位，先后荣获
“山东省创新创业学院”、“山东省黄炎培职业教育奖创新创业大赛优秀组织奖”等称号，校长吴梦军先后当选
山东省中华职教社第二届社务委员会副主任
、
中华职教社第十二届理事会常务理事
等职务，并荣获第四届
“黄炎培职业教育杰出校长奖”。
学校将以成立社员小组为契机，以
“社员之家”为阵地，贯彻落实好习近平总书记对职业教育的重要指示精神，加强沟通与协作，不断深化产教融合、校企合作的广度和深度，朝着“高水平职业技术大学”的目标迈进，力争办学质量实现新的飞跃，为培养更多新时代大国工匠作出卓越贡献！
作者：党政办公室

王允芹

编辑：赵珣

编审：汪少龙
",,23,https://www.suet.edu.cn/info/1026/2523.htm
韩国嘉泉大学研究生院院长姜珉植一行来我校参观考察, 发布时间: 2019-10-22,"
10月21日上午，韩国嘉泉大学研究生院院长姜珉植一行五人
来我校参观考察
，副校长王守光
、
继续教育学院院长史守如、
校办公室
副主任张元、教务处副处长池光胜代表
我校热情接待了
韩国嘉泉大学代表团
一行
。
来宾们在校领导的陪同下参观了机械工程训练中心、鼎利学院
、交通工程训练中心、建筑工程学院、工商管理学院
等实验实训场所。
双方在卓越楼五楼第一会议室举行
交流会
，
副校长王守光就我校的历史沿革、校园建设、专业特色、发展规划、教学资源与办学成就向代表团进行详细介绍，同时希望两校在师生互访、学术交流、师资联合培养、合作办学等方面进行合作。姜珉植院长就嘉泉大学的办学理念、特色专业及国际交流情况做了简要介绍
，
希望与我校在国际交流项目中共同努力，开展教育文化交流与合作
。
双方
还
就两校进一步开展国际教育交流与合作等事项进行了深入的交流与探讨。
会
后，双方互赠礼品并合影留念。
作者：继续教育学院

李长青

编辑：赵珣

编审：汪少龙
",,22,https://www.suet.edu.cn/info/1026/2533.htm
我校理事长吴立春先生进京参加国庆70年华诞系列活动之三, 发布时间: 2019-09-30,"
9
月29日，中央统战部、全国人大华侨委员会、外交部、国务院侨办、全国政协港澳台侨委员会、致公党中央和中国侨联在京联合举行国庆招待会，全国政协副主席、致公党中央主席万钢出席并致辞。来自五大洲130多个国家和地区的约2300位海外侨胞、港澳同胞、台湾同胞和归侨侨眷代表应邀参加招待会。
按照“统一邀请、统一审核、统一部署、统一接待”的原则，此次受邀参加国庆70周年活动的海外侨胞代表由中央统战部会同中央其他涉侨部门按照严格程序进行推荐和遴选，应邀参加活动的代表包括知名侨领、侨商和高层次侨胞专业人士，涵盖经济科技、文化教育、医疗卫生、商业贸易等各个领域，体现出广泛的代表性。
在今天的招待会上，万钢指出，70年来，在中国共产党的领导下，中国国家面貌发生了翻天覆地的变化，经济持续快速发展，人民生活显著改善，综合国力和国际影响力大幅提升。中共十九大描绘了实现中华民族伟大复兴的恢弘蓝图，中华民族日益走近世界舞台中央。希望广大侨胞、港澳同胞、台湾同胞和归侨侨眷更加广泛深入参与中国新一轮改革开放和现代化建设，为国家经济实现高质量发展、为促进两岸和平统一和保持港澳繁荣稳定、为中国与世界各领域友好交流合作作出新的更大贡献。
中央统战部、全国人大华侨委员会、外交部、国务院侨办、全国政协港澳台侨委员会、致公党中央和中国侨联相关负责同志出席招待会。
编辑：赵珣   编审：魏本江
",,21,https://www.suet.edu.cn/info/1026/2543.htm
我校2019级新生健康普查工作顺利完成, 发布时间: 2019-09-23,"
9月
22
日至
23
日
，我校组织
2019级
全体
新生进行健康普查，
普查
项目包括：肝功能、内外科、五官科、
测
身高、
称
体重、
量
血压、拍胸片等。
至目前，我校
6500余名
新
生的健康普查
工作已经
顺利完成
。
为确保新生体检工作安全、有序开展，我校领导高度重视、统筹部署，安排学生工作处专门负责此次新生体检工作。学生工作处结合我校实际，对新生体检场地、秩序维护、体检注意事项、体检人数和分工等做了细致安排，提高新生体检服务质量，尽可能地为新生提供一个优质、高效、安全的体检环境。
针对
今年
体检的
学生
人数多
、类别多、项目多、耗时长的特点，学生工作处制定了应急预案，安排专人全程跟踪
。
同时，组织校自律会志愿者为新生体检提供引导
服务
，
使各环节运作紧凑，高效有序
。
各学院也安排辅导员在现场协助处理各种突发情况，保证了
新生体检流程顺畅。
下一步，学生工作处将及时对普查数据汇总、分析，并将普查结果反馈给学生，以便学生及时掌握自身健康状况。

作者：学生处

杨立超

编辑：赵珣

编审：汪少龙
",,20,https://www.suet.edu.cn/info/1026/2553.htm
我校开展“感念师恩，敬献鲜花”活动, 发布时间: 2019-09-11,"
9月10日上午，为庆祝35个教师节的来临，我校组织开展了“感念师恩，敬献鲜花”活动。
早上七点五十分，校学生联合会成员手里捧着鲜花来到校标广场，为走下班车的老师们献上鲜花与祝福。随后，团学干部代表来到学校领导、老师办公室，将美丽的鲜花和卡片献上并与各位领导老师合影留念。
本次活动是我校
“我和我的祖国”喜迎建国70周年主题系列活动之一，
我校学生联合会成员利用课余时间，通过绘画、书法、剪纸等，为教师制作贺卡和鲜花，作为教师节礼物，表达诚挚的感恩之情。
作者：团委

皮娜

编辑：赵珣

编审：汪少龙
",,19,https://www.suet.edu.cn/info/1026/2562.htm
我校参加山东省高校党的建设工作会议并作典型发言, 发布时间: 2019-08-22,"
近日，全省高校党的建设工作会议在济南召开。会议深入学习贯彻习近平新时代中国特色社会主义思想，贯彻落实全国教育大会精神、全国高校党的建设工作会议精神和省委部署要求，研究部署我省高校党的建设工作。省委常委、宣传部部长、省委教育工委书记关志鸥出席会议并讲话，省委教育工委常务副书记，省教育厅厅长、党组书记邓云锋主持会议。我校党委书记胡小林参加会议并作题为
“发挥党委政治引领作用，积极推进职业本科教育发展”的典型发言。
会议总结肯定今年以来全省高校党的建设工作，分析面临形势和任务，深入查摆在思想认识、责任落实、素质能力、改革创新等方面的突出问题，强调要提高政治站位，全面落实党建工作主体责任和
“一岗双责”，结合开展第二批“不忘初心、牢记使命”主题教育，奔着问题去、盯着问题改，切实提升高校党的建设工作水平。
会议要求，要聚焦高校高质量发展抓党建，着力推进高校改革创新，激发动力活力，走内涵式提升转型发展道路
;要着力加强“双一流”建设，引入竞争机制，统筹规划管理，争取更多高校、学科进入全国一流行列;要着力打造职业教育高地，抓住“部省共建山东国家职业教育改革先行区”的机遇，整体提质培优全省职业教育;要着力加强高校意识形态工作，建立完善风险防控体系，提高舆情应对处置能力，压紧压实意识形态工作责任制;要着力加强改进高校思想政治工作，提高思政课质量，健全思政工作队伍，用好红色文化资源，让红色基因代代相传;要着力推进全面从严治党，强化政治引领，持续正风肃纪，夯实基层基础，切实加强干部队伍建设，树立高校党员干部的良好形象。
胡小林书记在发言中指出，山东工程职业技术大学党委紧紧围绕全国职业教育改革的要求，坚持把政治建设摆在首位，落实立德树人根本任务，不断将党建优势转化为发展优势，推动职业本科教育健康发展。学校党委充分发挥政治引领作用，谋划职业本科教育发展，一是落实全国职业教育改革精神，从适应新旧动能转换、培养高素质技术技能人才出发，抓住政策机遇，积极谋划职业本科教育发展。二是明确民办高校党委政治定位，建立了校长治校、专家治学、民主监督、社会参与的内部治理结构。三是妥善解决民办高校党建与行政工作两张皮的现象。四是健全党组织参与决策和监督机制。五是进一步完善党组织工作机构。下一步，学校党委将全面落实全国、全省教育大会精神，扎实推进职业本科教育
,充分调动各方面积极性，将党建工作转换成学校发展的动力。一是学校党委发挥政治引领作用，努力做到“把方向，出主意，抓落实，促发展”；二是将党的建设落实到学校事业发展的具体工作中，党建引领，形成合力，以党建推动行政工作和教学工作；三是进一步加强和改进意识形态工作，创新活动载体，加强阵地管理，把握正确导向。校党委将以饱满的热情，踏实的工作、创新的思维，把学校建成名副其实的职业技术大学，早日实现由“全国试点”向“全国示范”的跨越。
省委组织部、省委宣传部有关负责同志，省教育厅（省委教育工委）领导班子成员，全省本科高校党委书记、校长，高职高专院校、民办高校党委书记等参加会议。
作者：
组织统战部

张彦卿
编辑：赵珣   编审：魏本江
",,18,https://www.suet.edu.cn/info/1026/2573.htm
2019年新聘教职工岗前培训工作顺利结束, 发布时间: 2019-08-23,"
8月21日起，我校进行2019年新聘教职工岗前培训工作。岗前培训在卓越楼五楼党员活动室进行。新聘专任教师和辅导员参加了此次培训学习。有关校领导、机关处室负责人、各二级学院院长
或
教学副院长与优秀教师代表在此次培训班上做了精彩的报告。
党委书记胡小林主持新聘教师开班仪式。吴梦军校长在开班仪式上致辞。吴校长对各位老师的到来表示热烈的欢迎和衷心的祝贺
，
从学校的历史沿革与概况、学校的办学定位与培养目标、五位一体的实践教学体系以及近几年学校取得主要成绩等四个方面对学校的有关情况进行了详细的介绍，并对新聘教师提出
了相关
要求
。
同时希望
大家把这次岗前培训作为新的起点，不断学习专业知识，不断取得新成就。
在开班仪式上，胡小林书记以新教师师德师风培养为题，要求新教师要做德教双馨的大学教师。胡书记首先对新教师师德师风建设的培养提出意见和要求，要求大家认真学习习近平新时代中国特色社会主义思想，坚定理想信念，坚
定
四个自信，坚决拥护党的领导，严格落实立德树人根本任务，为培养社会主义合格建设者和可靠接班人而不断奋斗
。
胡书记
还
结合四十余年的从教经历，给大家分享了很多宝贵的教学经验
。
张有志副校长以新时代、新职教、新使命为主题，分析了职业教育的发展历程、特点、存在的问题以及我校作为全国首批职业本科试点
院校
的新使命、对人才培养的定位与目标等。李章泉副校长从职业本科科研的定位、教师岗位的科研要求、现有的科研环境、对教师做好科研工作的期待等方面为大家介绍了学校科研工作的新思路、新目标、新制度。要求大家重视科研工作，鼓励大家积极参与到学校的科研工作中来。
校领导讲座结束以后，职能处室有关负责人从自身业务范畴出发
对此次培训作专题报告。
人事处张娜处长以学校人事管理制度为题，为新员工详细介绍了学校的有关人事制度，使新员工了解学校在人才引进、培养、职业发展、管理与激励等方面的政策。科研处葛伟处长以学校具体科研工作为主题，为新教师讲解了如何做科研，如何申报课题、项目
，
学校现有的可申报课题
/项目类型与数量以及学校有关科研的奖励政策等。资产处
郑策
老师以多媒体教学设备的使用为主题，详细介绍了多媒体设备的使用、常见问题、维护、报修等，同时带领大家进行多媒体设备的现场操作。
教务处和学生处分别对新聘专任教师和辅导员进行了培训。教务处副处长时德新、处长助理池光胜、教研科科长衣绍芳分别从教务管理、学校人才培养与课程体系介绍

、教案与教学计划的规范书写等主题出发对新聘专任教师做了专题报告；学生处处长韩业文、学生资助管理中心科长李玲云、心理咨询中心科长王玉珠、教务处学籍科科长臧英华、思政教学部孙勇老师分别从大学生日常事务管理、我校学生资助工作体系、大学生心理健康、学生学籍管理与实操、当前大学生思想政治教育形式与要求等主题出发对新聘辅导员做了专题报告。
最后
，各
二级学院院长、
教学副院长
宁玲玲、张文硕、薄金龙、王霞、毕春辉、张桂华、毕丽萍等和
来自教学岗和学生工作岗的优秀教师代表
王红、丁厚光、窦成亮等
给新教师作了专题报告，与新教师面对面交流，给他们分享一线教学与学生管理的相关工作经验，帮助他们尽快熟悉新工作、新环境，他们的经验分享让新教师受益良多。
23日下午，岗前培训工作顺利结束。此次岗前培训将为新教师尽快实现角色转换、更好地开展教学与学生管理工作打下良好基础。相信新教师在此次岗前培训中学习到的新知识、新思维、新视野、新经验将更好地帮助他们适应角色和环境的变化，以最快的速度、最好的状态投入到工作中去，在各自的岗位上发光发热，实现自身价值。
作者：
人事处

袁雨田

编辑：赵珣

编审：汪少龙

",,18,https://www.suet.edu.cn/info/1026/2572.htm
新起点，新征程，新希望—— 我校喜迎2019级新生入学, 发布时间: 2019-08-24,"
怀揣新的梦想，
开启新的征程。
8月24日
是我校新生报到第一天，
来自全国各地的
2019级新同学
走进
山东工程职业技术大学这个
“大家庭”中，为安静许久的校园注入新的生机和活力
。
金秋
的校园，
一派祥和
。合影墙、
签名墙、
彩旗、彩虹门、横幅、氢气球等将校园装点
得喜庆
非凡
。一大早，新生们在家长陪同下，络绎不绝地走进校园，一张张朝气蓬勃的脸庞上写满了幸福和希望。在志愿者的引导下，新生们纷纷在签名墙上留下自己的名字，并在合影墙与父母合影留念，然后有条不紊地完成报到手续。一名来自四川的新生接受记者采访时表示，
“漫漫求学路，经过四天的长途跋涉，我终于来到了自己梦想中的大学，希望未来的大学生活里，用知识充实自我，留下无悔的青春”。另一名信艺学院的新生对大学生活寄予美好的期许，“希望自己和学校的未来如同一幅锦绣的画卷，拥有绚丽的明天”。
吴梦军校长
高度重视迎新工作
，她
带领相关职能部门负责
人
深入迎新一线，走访新生接待点，详细了解新生报到情况，慰问奋战在迎新一线的师生员工，并与新生及家长面对面交谈。
此外，她
还认真查看了新生公寓区
，
要求
各迎新小组
务必做好一切保障工作，以热情细致的服务让学生满意、让家长放心。
为全力做好今年的迎新工作，
学校本着
“服务至上”的原则，制定了周密细致的工作方案。
学校成立了十三个
迎新工作
组，召开了迎新工作专题部署会，明确了工作任务和具体责任人，
确保迎新服务更贴心、报到流程更便捷、入学氛围更温馨。校园内随处可见由教师和学生组成的志愿者团队，为新生及家长提供路线指引、搬运行李、缴纳入学费用、校园讲解等志愿服务。学校还在火车站、汽车站设立迎新接待点，班车直达校园。学校今年还借助微信等新媒体平台，大力推行网上提前缴费、宿舍选定等报到环节
,大大减轻了现场接待的压力。此外，为方便学生现场报到，开学前，学校官网、微信公众号平台也及时发布了新生报到流程、报到须知，线上线下为新生提供咨询服务，竭尽全力为新生营造一种“家”的感觉。今年迎新工作进一步提高了服务意识和水平，实行“被褥进宿舍、上床位”，真正让新生及家长感受到归属感、幸福感和安全感。
据了解，我校今年新生报到共持续两天。新生入学后，学校将陆续开展军训、
“入学第一课”等活动。
作者：文化宣传处

赵珣

编辑：赵珣

编审：汪少龙




",,18,https://www.suet.edu.cn/info/1026/2571.htm
2019级新生军训教官见面交流会举行, 发布时间: 2019-08-27,"
为了
更好地做好新生军训工作，提高
新生军训
的效果，
8月2
6
日上午，我
校
与中国人民解放军某部在卓越楼五楼第
一
会议室
举行
见面交流会。副
校
长李梅松、学生处处长韩业文、各二级学院行政院长、
学管科长以及
35名
来自
承训部队
的
教官
出席了
此次交流会
。
韩业文
就今年的军训工作
作出部署。他指出，
全体参训人员
要
做好本职工作，教育引导学生，切实提高
学生的
思想政治觉悟
。同时，全体教官要把握好军训中的
“度”，充分
激发
广大新
生
的
军训热情
。
李梅松
对
2019年
军训工作提出了三点要求：一是严格要求、科学施训。全体教官要将
新生
区别于新兵
，充分调动学生参加训练的积极性。
二
是
以身作则，树立榜样。教官是新生入校的第一任老师，发挥着榜样模范的作用。三是丰富军训内容和生活，
充分展现新时代大学生朝气蓬勃的风采。
最后，他祝全体教官军训期间工作顺利，身体健康。
承训部队
教官们
表示，
一定会尽最大努力带领
201
9
级新生们圆满完成军训任务。
作者：学生处

夏娟娟
编辑：
赵珣
编审：
汪少龙

",,18,https://www.suet.edu.cn/info/1026/2570.htm
我校教师参加“服务企业万里行”活动, 发布时间: 2019-08-28,"
为深入开展
“推动科技创新 促进动能转换——服务企业万里行”品牌活动，
近日
，由
济南市
槐荫区科协牵头，济南市科协科学传播协会、
我校
钮平章教授
和
李冰教授
深入企业
到山东科弘微波能有限公司进行实地调研
，
了解企业发展状况和
遇到
的技术问题，为企业科技创新出谋划策。
山东科弘微波能有限公司总经理张成海向钮平章教授、李冰教授介绍了公司的基本情况和存在的问题。科弘是集科、工、贸为一体，专业从事开发、生产、销售微波能应用设备的高新技术企业
。
目前公司在微波加热关键技术，微波均匀性控制上很容易出现加热不均匀现象
，
迫切需要像钮平章教授、李冰教
授
这样的专家，来解决企业生产经营过程中出现的系列问题，希望各位专家
今后
多来指导。
钮
平章
教授表示
，针对
微波加热不均匀问题
，回去后科研
团队
将
进行深入研究，后期进一步就此问题出具相关解决方案。专家
们还
参观了生产车间，实地探讨相关技术领域问题。
作者：机械工程学院


刘冉冉
编辑：
赵珣
编审：
汪少龙

",,18,https://www.suet.edu.cn/info/1026/2569.htm
我校隆重举行2019级新生安全教育大会, 发布时间: 2019-09-03,"
为进一步增强全体新生的法制观念与安全意识，我校于
9月3日举行了2019级新生安全教育大会。出席大会的有济南市公安局章丘分局双山第二派出所副所长徐海港、济南市公安局章丘分局双山第二派出所警长孟祥芳、我校副校长李梅松、保卫处处长徐永帅、各二级学院辅导员及全体新生。大会由学生处副处长王万里主持。
会上，徐海港副所长结合大学城高发案例，分别从校园安全教育、校园网络贷款、预防诈骗等方面进行了讲解，仔细分析了校内盗窃、人身伤害、网络诈骗、敲诈勒索案件的诱因及应对措施，用一个个具体、鲜活的事例，以案释法，以法论事，深入浅出地给我们做了生动的报告。孟祥芳警长从如何学习校园安全知识角度，重点讲解了校园安全预防措施，并指导师生关注学习双山二所公众号
“守护青春”，通过线上线下形式教育新生争做言行文明、品德高尚、遵纪守法的大学生。
最后，李梅松副校长作大会总结讲话和工作部署。他强调结合学校平安校园建设要求，各二级学院以此次安全教育大会为契机，扎实推进新生安全教育第一课，陆续开展安全教育系列活动。要求学生在平时学习生活中，提高警惕，加强自我防范，做到时刻将安全意识放在首位，学会保护自己。
由中宣部、教育部、中央广播电视总台联合主办推出的特别节目《开学第一课》是新学期非常有意义的第一课，今天我们召开的新生安全教育大会是一堂恰逢其时的
“安全第一课”，为全体新生平安学习和生活创造了良好环境，为我校平安校园建设注入了“新活力”。
作者：保卫处

赵争

编辑：赵珣

编审：孟宪勇


",,18,https://www.suet.edu.cn/info/1026/2568.htm
北京科技职业学院于鑫祥副校长一行来我校考察调研, 发布时间: 2019-09-04,"
9月4日上午，北京科技职业学院于鑫祥副校长一行4人来我校考察调研。学校党委书记胡小林、校长吴梦军等领导热情接待了于鑫祥副校长一行。双方在卓越楼五楼第一会议室进行了座谈交流。
首先，双方领导共同观看了山东工程职业技术大学宣传片，随后吴梦军校长详细介绍了学校基本情况。于鑫祥副校长对我校先进的教学实验实训设备和办学经验，以及校企融合，产、学、研一体化的人才培养模式给予了充分肯定。胡小林书记指出，北京科技职业学院和我校在办学定位、办学思路、办学特色上都十分相似，两校都始终坚持全面贯彻党的教育方针，以党建促发展，努力培养担当民族复兴大任的时代新人，培养德智体美劳全面发展的社会主义建设者和接班人，未来双方可以求同存异，互相吸取经验教训，促进双方共同发展。
于鑫祥副校长对我校领导的热情接待表示衷心的感谢，并希望两校进一步加强深层次交流，共同探索新时代民办教育发展的新路径，为民办教育事业做出新的贡献。
作者：党政办公室

王允芹

编辑：赵珣

编审：汪少龙
",,18,https://www.suet.edu.cn/info/1026/2567.htm
中华职教社党组成员、副总干事杨农一行来我校考察调研, 发布时间: 2019-09-05,"
9月5日上午，中华职教社党组成员、副总干事杨农等一行3人来我校考察调研。学校党委书记胡小林、校长吴梦军等领导热情接待了杨农副总干事一行。
来宾们在校领导的陪同下参观了土木工程训练中心、汽车工程训练中心、机械工程训练中心、鼎利学院、甲骨文
IT云教育中心等实验实训场所。杨农副总干事是第二次来我校参观考察，对我校的巨大变化表示惊叹，
并
对我校升格为本科
层次职业教育试点院校
，更名为山东工程职业技术大学表示祝贺。
随后，双方在卓越楼五楼第一会议室进行座谈交流。杨农副总干事
表示，
中华职教社已经走过了百年历史，是党和政府团结、联系职业教育界和民办教育界有关人士的桥梁和纽带，山东工程职业技术大学
多年来深耕职业教育领域，
坚持
“工程性，融合型”的特色办学思路，走出了一条以工科为主，工、管、艺、经多学科专业协调发展，注重内涵建设的发展道路。如今学校办学层次实现了质的跨越，需要更多
地
兼顾人文教育的发展。他结合中共中央办公厅、国务院办公厅印发的《关于实施中华优秀传统文化传承发展工程的意见》，建议我校以中华优秀传统文化为载体，为学生省思人生价值、提高批判思维和创造力营造有利环境。
最后，杨农副总干事对我校的热情接待表示感谢，并希望今后进一步加强交流与协作。
作者：党政办公室

王允芹

编辑：赵珣

编审：汪少龙
",,18,https://www.suet.edu.cn/info/1026/2566.htm
